"transferor_name","transferor_regno","transferor_subno","transferee_name","transferee_regno","transferee_subno","date_vesting_declaration","date_property_transferred","date_merger_registered"
"South East Nottinghamshire District Scout Council","1053619",0,"Ruchcliffe District Scout Council","522469",0,"","2009-01-04","2009-08-27"
"South Hinksey Village Hall","202668",0,"South Hinksey Village Hall","1160032",0,"2016-03-15","2016-01-04","2016-04-04"
"South Leicestershire Crossroads Care Attendant Scheme","1062620",0,"East Midlands Crossroads-Caring for Carers","1051649",0,"","2009-01-02","2009-07-12"
"South Leicestershire Crossroads Care Attendant Scheme","1062620",0,"East Midlands Crossorads - Caring For Carers","1051649",0,"","2009-01-30","2013-06-20"
"South Wessex International Student Work","1074475",0,"Friends International Ministries","1094095",0,"","2012-01-01","2012-04-26"
"South Yorkshire Neighbourhood Watch Association","1107596",0,"South Yorkshire Neighbourhood Watch Association Limited","1107596",0,"","2010-07-27","2010-11-23"
"Southampton YMCA","1096885",0,"YMCA Fairthorne Group","1090981",0,"","2010-01-04","2010-05-18"
"Southdowns Council for Voluntary Service","1062717",0,"3VA","1096788",0,"","2009-01-11","2010-01-21"
"Southend Boys' Choir And Southend Girls' Choir Trust","1118040",0,"Southend Boys' Choir And Southend Girls' Choir CIO","1161752",0,"","2015-01-09","2016-05-09"
"Southport and District Cerebral Palsy Association","507695",0,"Vitalise","295072",0,"","2007-01-02","2008-03-01"
"Southport Dramatic Club","221585",0,"Southport Dramatic Club","1164398",0,"","2016-10-03","2016-09-26"
"Southport Offshore Rescue Trust","701971",0,"Southport Offshore Rescue Trust","1146805",0,"","2012-05-04","2012-04-25"
"Southside Partnership Fanon Care","1010187","1","Southside Partnership","1010187",0,"","2009-01-04","2009-04-30"
"Speakeasier","1087208",0,"Multiple Sclerosis Society","1139257",0,"","2012-01-08","2013-07-01"
"Spellthorne Crossroads Care","1113251",0,"Surrey Crossroads","1125048",0,"2009-01-23","2009-01-02","2010-01-21"
"Spencer's Charity","212935",0,"Samuel Smith, Coventry","240936",0,"","2014-07-08","2014-09-26"
"Spirit of Enterprise","1114369",0,"Northern Pinetree Trust","1053293",0,"","2008-08-14","2008-08-26"
"Sports Aid East Midlands","1070976",0,"Sports Aid Trust","1111612",0,"","2011-01-31","2011-04-18"
"Sports Aid London","1070959",0,"Sports Aid Trust","1111612",0,"","2013-01-01","2013-11-13"
"Sports Aid South West","1070981",0,"Sports Aids Trust","1111612",0,"","2011-07-31","2013-02-28"
"Sports Aid Southern","1070964",0,"Sports Aid Trust","1111612",0,"","2011-01-31","2011-04-18"
"Sports Aid West Midlands","1070961",0,"Sports Aid","1111612",0,"","2011-01-31","2011-02-15"
"Springfield Christian Fellowship","1014048",0,"Springfield Christian Fellowship Limited","1127955",0,"","2011-03-27","2011-05-04"
"St Andrews","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"St Andrews","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"St Anne's Community Association","284317",0,"St Anne's Community Hall Association","1126177",0,"","2008-11-21","2009-08-06"
"St Clare's Hospice","515095",0,"St Clare's Hospice","1159481",0,"","2015-01-04","2015-09-14"
"St Ethedreda's (Ely Place) Trust","284501",0,"Institute of Charity","222508",0,"2010-09-30","2011-05-04","2011-04-26"
"St Ethelburga's Centre for Reconciliation and Peace","1064850",0,"St Ethelburga's Centre for Reconciliation and Peace","1121983",0,"","2007-12-31","2008-02-01"
"St George's Crypt","250016",0,"St George's Crypt","1144474",0,"","2012-08-02","2013-03-26"
"St Helens and Prescot Methodist Circuit","1134244",0,"Sankey Methodist Circuit","1134227",0,"","2011-01-09","2011-01-09"
"St Hilda's Educational Trust Limited","311072",0,"The Aldenham Foundation","298140",0,"","2014-08-31","2015-08-13"
"St Ives and District Mencap Society","208892",0,"Cambridgeshire Mencap Society","1030968",0,"","2008-01-12","2008-01-12"
"St James's Place Foundation","1031456",0,"St James's Place Foundation","1144606",0,"2011-12-13","2012-01-01","2012-04-13"
"St James's School Limited","512363",0,"Malvern St James Limited","527513",0,"","2006-08-31","2008-05-29"
"St John the Divine Liverpool PCC","","","All Saints Liverpool PCC (excepted)","","","","2011-01-01","2013-07-10"
"St Philip with St David Liverpool PCC","","","All Saints Liverpool PCC (excepted)","","","","2011-01-01","2013-07-10"
"St Cyprian with Christchurch Toxteth PCC","","","All Saints Liverpool PCC (excepted)","","","","2011-01-01","2013-07-10"
"St Mary Edge Hill PCC (All excepted)","","","All Saints Liverpool PCC (excepted)","","","","2011-01-01","2013-07-10"
"St John The Evangelist, Abbeydale, Sheffield","","","The Parochial Church Council Of The Ecclesiastical Parish Of Abbeydale And Millhouses","1142485",0,"2015-07-21","2015-01-08","2015-09-11"
"St Joseph's Mission to the Deaf","1000464",0,"Caritas Diocese of Salford","1125808",0,"","2011-06-30","2011-10-14"
"St Just And District Trust","1062870",0,"St Just And District Trust CIO","1168852",0,"2016-10-31","2016-10-31","2016-07-11"
"St Leonards-Mayfield School Trust Property Fund","307009",0,"St Leonards-Mayfield School","1047503",0,"","2010-08-11","2010-11-11"
"St Luke;s Pentecostal Church South Kirkby","507210",0,"St Luke's Church","1119572",0,"","2009-04-17","2009-11-05"
"St Luke's Hospital For The Clergy","209236",0,"St Luke's Healthcare For The Clergy","1123195",0,"","2010-01-18","2015-09-16"
"St Marylebone District of the Guide Association","303878",0,"Westminster Division of the Guide Association","303881",0,"","2007-06-11","2008-04-02"
"St Mary's Students' Union","1150328",0,"St Mary's Students' Union","1173502",0,"","2017-01-08","2017-08-21"
"St Newlyn East Out Of School Club","1079913",0,"St Newlyn East Under Fives Playgroup","1035866",0,"","2013-01-09","2014-05-23"
"St Nicholas At Wade With Sarre Village Hall","1012243",0,"St Nicholas At Wade With Sarre Village Hall","1167333",0,"2016-07-31","2016-07-31","2016-08-16"
"St Paul's Girls' Schooll Development Trust","312719",0,"St Paul's Girls' School","1119613",0,"","2008-01-09","2009-08-24"
"St Peter's Trust for Kidney, bladder and prostate research","261224",0,"Royal Free Hampstead Charity","1060924",0,"2012-02-04","2012-02-04","2012-04-13"
"St Thomas Fund for the Homeless","1057037",0,"Crime Reduction Initiatives (CRI)","1079327",0,"","2008-03-31","2008-03-31"
"St Wenceslaus House","241281",0,"St Wenceslaus House - Velehrad","1154836",0,"","2014-11-01","2014-01-16"
"St. Vincent's Family Project","1053354",0,"St. Vincents Family Project","1142095",0,"","2011-10-10","2011-10-31"
"Staneway Chapel Property Trust (unregistered)","","","Christ Church Ewell","1129217",0,"","2009-01-07","2009-11-25"
"Staneway Fellowship Trust","1041437",0,"Christ Church Ewell","1129217",0,"","2009-01-07","2009-11-25"
"Stanley Community Association","520593",0,"Stanley Community Association","1155326",0,"2014-04-17","2014-05-15","2014-05-20"
"Start in Bury","1107456",0,"Manchester Road Community Centre","1128617",0,"","2010-07-31","2010-03-08"
"Stella House (Westminster Branch CWL)","1078045",0,"Casa Stella","1129130",0,"","2011-04-28","2011-08-22"
"Stepping Stones Trust","1085826",0,"Langley House Trust","1146304",0,"2012-02-20","2012-02-20","2012-11-09"
"Stockbridge Town Hall","228947",0,"Stockbridge Town Hall CIO","1165066",0,"2016-03-31","2016-04-25","2017-01-30"
"Stoke Youth Musical Theatre Company","1117716",0,"Stoke Youth Musical Theatre Company","1144349",0,"","2017-06-11","2017-12-21"
"Stourbridge Institution for the Blind","225599",0,"Thomas Pocklington Trust Limited","1113729",0,"","2009-12-31","2009-12-31"
"Street Baptist Church","1146673",0,"Street Baptist Church","1171397",0,"2017-04-25","2017-10-30","2017-12-12"
"Strodes Egham Pension And Eleemosynary Charity","234396",0,"Coopers Charity CIO","1155094",0,"","2014-03-31","2014-02-05"
"The Ratcliff Charity For The Poor","234613",0,"Coopers Charity CIO","1155094",0,"","2014-03-31","2014-02-05"
"The Harold Griffin Gift Fund","234612",0,"Coopers Charity CIO","1155094",0,"","2014-03-31","2014-02-05"
"William Alexander's Coopers' Liveryman Fund","234614",0,"Coopers Charity CIO","1155094",0,"","2014-03-31","2014-02-05"
"The Palmer Foundation","278666",0,"Coopers Charity CIO","1155094",0,"","2014-03-31","2014-02-05"
"Stroud Pregnancy Care Centre","1039328",0,"Stroud Christian Fellowship","1142276",0,"","2012-10-15","2012-10-26"
"Stuart House Trust","294384",0,"Stuart House Trust","1175842",0,"2018-01-01","2018-01-01","2018-03-26"
"Student Community Action Newcastle (SCAN)","501301",0,"Newcastle University Students' Union","1138091",0,"","2015-10-31","2015-11-26"
"Students' Partnership Worldwide","292492",0,"Students' Partnership Worldwide","1127488",0,"2009-09-30","2009-09-30","2009-10-16"
"Stutton Seals Playgroup","1023189",0,"Constable Country Childcare","1122021",0,"2017-01-22","2017-04-01","2017-05-04"
"Suffolk School for Parents","1091216",0,"The Dame Vera Lynn Trust for Children with Cerebral Palsy","1089657",0,"2010-07-10","2010-07-10","2011-04-04"
"Sulgrave Charitable Trust","231952",0,"The Sulgrave Foundation","1154481",0,"","2014-03-28","2014-04-14"
"Summer Institute of Linguistics Ltd","313854",0,"Wycliffe UK Limited","251233",0,"","2005-09-30","2008-07-25"
"Sunningwell And Bayworth Playgroup Association","1040947",0,"Sunningwell Pre School","1164257",0,"2016-02-23","2016-01-04","2016-05-04"
"Superannuation Fund User Trust","226168","11","OMF International (UK)","1086040",0,"","2009-01-07","2009-05-11"
"Sure Hope Church","1052198",0,"Sure Hope Church","1127856",0,"","2009-07-04","2009-05-26"
"Surrey County Cricket Trust","267672",0,"The Surrey Cricket Board","1118770",0,"","2008-01-04","2008-09-04"
"Suspence","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"Sussex Autistic Society","288719",0,"Sussex Autistic Society","1114487",0,"","2008-01-04","2008-02-05"
"Sussex Street Christian Centre","","","Sussex Street Christian Centre","1171488",0,"2018-01-31","2018-01-31","2018-04-16"
"Sutton Coldfield Old People's Welfare Committee","215837",0,"Jaffray Care Society","1001885",0,"","2009-11-25","2010-11-01"
"Sutton Hill Families Project","1090854",0,"Families in Telford","1130708",0,"2013-08-28","2013-06-09","2013-06-09"
"Symington Pension or Assistance Fund","1041958","1","Market Harborough And The Bowdens Charity","1041958",0,"","2017-05-16","2017-05-26"
"Tamworth Christadelphian Ecclesia","","","Tamworth Christadelphian Church","1165230",0,"2016-10-02","2016-10-02","2016-10-05"
"Teacher Support Network","1072583",0,"Education Support Partnership","1161436",0,"","2015-03-31","2017-12-21"
"Recourse","1116382",0,"Education Support Partnership","1161436",0,"","2015-03-31","2017-12-21"
"Teen Talk (Harwich)","1067935",0,"Teen Talk (Harwich)","1144593",0,"2013-03-14","2013-06-26","2013-01-07"
"Teeside","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"Telford & Wrekin (Shropshire) Advanced Motorists And Motorcyclists","1053545",0,"Shropshire Group I A M Affliliated To The Institute Of Advanced Motorists Ltd","701494",0,"","2012-05-21","2014-11-24"
"Templeco 661 Limited","280112",0,"The Shaw Trust Limited","287785",0,"","2010-04-06","2010-12-14"
"Tender Nursing Care For The Severely Sick","510572",0,"Tender Nursing Care","1154186",0,"","2016-03-23","2016-05-04"
"Tendring and Colchester Minority Ethnic Partnership (TACMEP)","1097843",0,"Colchester Community Voluntary Services","1092567",0,"","2016-01-04","2016-04-04"
"Tenovus Cancer Information Centre","1088330",0,"Tenovus","1054015",0,"","2003-03-31","2009-10-23"
"Tenteleni","1086539",0,"Tenteleni","1125344",0,"","2008-07-09","2008-11-27"
"Thames Church","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"Thames Community Foundation","1122432",0,"The London Community Foundation","1091263",0,"2011-04-26","2012-03-23","2012-12-31"
"The  Springwell Homes","233827",0,"Hightown Praetorian and Churches Housing Association","4040555",0,"","2008-03-14","2008-06-06"
"The 1940 Dunkirk Veterans' Memorial Benevolent Fund","1081787",0,"The Royal British Legion","219279",0,"","2010-01-07","2010-04-08"
"The Abbeyfield (Beckenham) Society Limited","208203",0,"The Abbeyfield Kent Society","254140",0,"2016-09-30","2016-09-30","2017-01-16"
"The Abbeyfield (Harpenden) Society Limited","221412",0,"The Harpenden Trust","1118870",0,"","2008-07-28","2008-12-29"
"The Abbeyfield Brighton and Hove Society Limited","212980",0,"Abbeyfield South Downs Limited","216779",0,"2011-03-11","2012-02-16","2013-01-29"
"The Abbeyfield Felsted Society Limited","259676",0,"The Abbeyfield Braintree And Bocking Society Limited","257782",0,"2016-03-30","2016-03-30","2016-09-06"
"The Abbeyfield Menston Society Limited","502709",0,"The Abbeyfield Ilkley Society Limited","257857",0,"","2009-03-31","2009-08-26"
"The Abbeyfield Orpington Society Limited","206930",0,"The Abbeyfield Kent Society","254140",0,"","2015-10-30","2015-12-12"
"The Abingdon Bridge","1038182",0,"The Abingdon Bridge","1160080",0,"2015-09-03","2015-01-04","2015-08-04"
"The Accounting Technicians Educational Trust","326012",0,"The Association of Accounting Technicians","1050724",0,"","2011-12-22","2012-04-01"
"The Actors' Children's Trust","206809",0,"The Actors' Children's Trust","1177106",0,"2018-03-28","2018-01-04","2018-09-06"
"The Addenbrooke's Charitable Trust","1048868",0,"Addenbrooke's Charitable Trust","1170103",0,"","2017-01-04","2017-05-06"
"The Alexander Maxwell Law Scholarship Trust","289833",0,"The Citizenship Foundation","801360",0,"2015-05-27","2015-11-06","2015-10-09"
"The Alice Ottley School","527532",0,"Royal Grammar School Worcester","1120644",0,"","2007-01-09","2008-09-06"
"The Alice Trust -","290859",0,"The Rothschild Foundation -","1138145",0,"","2011-02-28","2012-11-07"
"The Allder Trust","248891",0,"The St Albans Diocesan Board of Finance","248887",0,"","2011-09-30","2012-02-14"
"The Allonby Hall Fund","235327",0,"Allonby Village Hall","1080833",0,"","2013-10-11","2013-11-11"
"The AMCO Bursary ","1080526",0,"Midland Institute Of Mining Engineers","1177100",0,"2018-03-16","2018-03-16","2018-02-06"
"The Peake Fund ","1107616",0,"Midland Institute Of Mining Engineers","1177100",0,"2018-03-16","2018-03-16","2018-02-06"
"The Noel Webster Travelling Prize","1107632",0,"Midland Institute Of Mining Engineers","1177100",0,"2018-03-16","2018-03-16","2018-02-06"
"The Ancient India And Iran Trust","276295",0,"The Ancient India And Iran Trust","1162982",0,"2016-10-31","2016-10-31","2016-11-18"
"The Ann Byrne Trust","1048360",0,"The Mickleham Ann Byrne Charitable Trust","1048337",0,"","2013-01-04","2013-10-18"
"The Annie Graham Sewell Bequest","212432","10","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"The Anorexia And Bulimia Charitable Care Trust","1114246",0,"Anorexia And Bulimia Care","1155686",0,"","2014-12-30","2015-01-13"
"The Army Sport Control Board Trust Fund","245320",0,"ASCB Charitable Fund","1123854",0,"","2009-10-31","2010-02-17"
"The Asda Foundation","800382",0,"The Asda Foundation","1124268",0,"2008-02-06","2008-02-06","2008-10-29"
"The Askwith Trust","1044934",0,"Central Hardship and Relief Trust (CHART)","801465",0,"","2009-05-29","2009-05-29"
"The Association Of Carers","1004055",0,"Association Of Carers","1159551",0,"","2015-01-04","2016-07-03"
"The Association Of Garden Trusts","1089238",0,"The Garden History Society","1053446",0,"","2015-07-24","2015-09-17"
"The Ballinger Charitable Trust","1053273",0,"The Ballinger Charitable Trust","1121739",0,"","2007-12-31","2008-11-01"
"The Banbury Poverty Trust","1047857",0,"Central Hardship and Relief Trust","801465",0,"","2009-10-19","2009-12-29"
"The Barbican Mission to the Jews","242965",0,"Christian Witness to Israel","271323",0,"","2002-01-03","2009-03-25"
"The Barnham Community Centre","1152884",0,"Barnham Community Trust","1170248",0,"2016-12-13","2017-09-01","2017-01-16"
"Barnham Leisure Amenities Development Enterprise","1086337",0,"Barnham Community Trust","1170248",0,"2016-12-13","2017-09-01","2017-01-16"
"The Barossa Trust","232778",0,"The Beacon Church Camberley","1107316",0,"2008-02-19","2008-02-19","2009-06-04"
"The Barratt Bequest Trust Fund","1064114",0,"Hampstead Heath","803392",0,"","2011-11-22","2012-01-17"
"The Barts Foundation for Research Limited","281738",0,"The Medical College of St Bartholomew's Hospital Trust","1115519",0,"","2008-01-04","2008-12-06"
"The Barts Research Development Trust","281382",0,"The Medical College of St Bartholomew's Hospital Trust","1115519",0,"","2008-01-04","2008-12-06"
"The Basic Skills Agency","1003969",0,"The National Institute of Adult Continuing Education (England and Wales)","1002775",0,"","2007-03-07","2009-01-07"
"The Basildon Catholic Schools Trust","310863",0,"The Province Of Great Britain Of The Institute Of The Brothers Of The Christian Schools (The De La Salle Brothers)","232632",0,"","2018-01-31","2018-05-19"
