"reg_number","scale"
1155056,Local
1155057,Local
1155058,National
1155059,National
1155060,National
1155061,National
1155062,National
1155063,Regional
1155064,National and Overseas
1155065,Local
1155066,National and Overseas
1155067,Local
1155068,Regional
1155069,Regional
1155070,Local
1155071,Local
1155072,Local
1155073,Regional
1155074,Local
1155075,Local
1155076,Local
1155077,Regional
1155078,Regional
1155079,National and Overseas
1155080,Regional
1155081,Local
1155082,National
1155083,National
1155084,National
1155085,National and Overseas
1155086,Local
1155087,National and Overseas
1155088,Local
1155089,National
1155090,Local
1155091,Local
1155092,National
1155093,Local
1155094,Regional
1155095,Local
1155096,National
1155097,Local
1155098,Regional
1155099,National and Overseas
1155100,Overseas
1155101,Regional
1155102,Local
1155103,Regional
1155104,Local
1155105,Local
1155106,Regional
1155107,National
1155108,Local
1155109,Local
1155110,National
1155111,Local
1155112,Overseas
1155113,National and Overseas
1155114,Overseas
1155115,Local
1155116,Local
1155117,Regional
1155118,National and Overseas
1155119,Local
1155120,Local
1155121,Local
1155122,Regional
1155123,National and Overseas
1155124,Local
1155125,Local
1155126,Local
1155127,Local
1155128,Local
1155129,Local
1155130,Local
1155131,Regional
1155132,National and Overseas
1155133,National
1155134,Local
1155135,National
1155136,Local
1155137,Local
1155138,National
1155139,National and Overseas
1155140,National
1155141,Local
1155142,Overseas
1155143,Overseas
1155144,Overseas
1155145,Local
1155146,Overseas
1155147,Regional
1155148,National
1155149,National
1155150,Local
1155151,Regional
1155152,Overseas
1155153,Local
1155154,Local
1155155,National and Overseas
1155156,National
1155157,Local
1155158,National
1155159,Local
1155160,National
1155161,National
1155162,Regional
1155163,Local
1155164,Local
1155165,Local
1155166,National and Overseas
1155167,Local
1155168,Local
1155169,National
1155170,Local
1155171,National
1155172,National
1155173,Regional
1155174,Regional
1155175,Local
1155176,Local
1155177,Regional
1155178,National
1155179,Local
1155180,Regional
1155181,Local
1155182,Local
1155183,National and Overseas
1155184,Local
1155185,Local
1155186,Overseas
1155187,Local
1155188,Local
1155189,National
1155190,Local
1155191,Local
1155192,Local
1155193,Local
1155194,National
1155195,National and Overseas
1155196,National and Overseas
1155197,Local
1155198,National
1155199,Local
1155200,National
1155201,Local
1155202,Local
1155203,Local
1155204,National
1155205,Regional
1155206,Local
1155207,Local
1155208,National
1155209,Local
1155210,Regional
1155211,Local
1155212,Local
1155213,Local
1155214,Local
1155215,Local
1155216,Local
1155217,Local
1155218,Regional
1155219,National and Overseas
1155220,Local
1155221,Local
1155222,Local
1155223,Local
1155224,National and Overseas
1155225,Local
1155226,National
1155227,National and Overseas
1155228,Local
1155229,Local
1155230,Local
1155231,Local
1155232,Local
1155233,Local
1155234,Regional
1155235,Local
1155236,Local
1155237,National
1155238,Regional
1155239,Local
1155240,National and Overseas
1155241,Regional
1155242,Regional
1155243,Local
1155244,Regional
1155245,National
1155246,Regional
1155247,Local
1155248,Local
1155249,Regional
1155250,Local
1155251,Regional
1155252,National
1155253,Regional
1155254,Local
1155255,National
1155256,Local
1155257,Regional
1155258,Regional
1155259,Regional
1155260,Regional
1155261,National
1155262,Regional
1155263,Local
1155264,Local
1155265,Local
1155266,Overseas
1155267,Local
1155268,Local
1155269,Local
1155270,Local
1155271,Overseas
1155272,Local
1155273,National
1155274,Local
1155275,Local
1155276,Regional
1155277,National and Overseas
1155278,Local
1155279,Regional
1155280,National
1155281,National and Overseas
1155282,Local
1155283,Local
1155284,Overseas
1155285,National and Overseas
1155286,National
1155287,Local
1155288,National
1155289,National and Overseas
1155290,Regional
1155291,Local
1155292,National and Overseas
1155293,Local
1155294,Local
1155295,Local
1155296,Local
1155297,Local
1155298,Local
1155299,Local
1155300,National
1155301,Local
1155302,National
1155303,National and Overseas
1155304,Local
1155305,Local
1155306,National and Overseas
1155307,Regional
1155308,Regional
1155309,National and Overseas
1155310,Local
1155311,Local
1155312,National and Overseas
1155313,Regional
1155314,Regional
1155315,Local
1155316,Local
1155317,Local
1155318,Regional
1155319,Overseas
1155320,Local
1155321,National and Overseas
1155322,National and Overseas
1155323,Overseas
1155324,Regional
1155325,Local
1155326,Local
1155327,National and Overseas
1155328,Local
1155329,Local
1155330,Local
1155331,Local
1155332,National and Overseas
1155333,Overseas
1155334,Local
1155335,National
1155336,Regional
1155337,Local
1155338,National
1155339,National
1155340,National and Overseas
1155341,National
1155342,Regional
1155343,National
1155344,National
1155345,National
1155346,National and Overseas
1155347,Regional
1155348,Local
1155349,Overseas
1155350,Local
1155351,National and Overseas
1155352,National
1155353,Local
1155354,Regional
1155355,National
1155356,Local
1155357,Local
1155358,Local
1155359,Local
1155360,National
1155361,Local
1155362,Local
1155363,National
1155364,Local
1155365,Local
1155366,Regional
1155367,National
1155368,Local
1155369,Local
1155370,National
1155372,Local
1155373,Local
1155374,Local
1155375,Local
1155376,Regional
1155377,Regional
1155378,National
1155379,Local
1155380,National
1155381,Regional
1155382,Local
1155383,National and Overseas
1155384,Overseas
1155385,National
1155386,National
1155387,Local
1155388,National and Overseas
1155389,Regional
1155390,Local
1155391,National and Overseas
1155392,Local
1155393,Overseas
1155394,Local
1155395,National and Overseas
1155396,Local
1155397,Local
1155398,Local
1155399,Local
1155400,Local
1155401,Regional
1155402,Local
1155403,Local
1155404,Regional
1155405,Regional
1155406,Local
1155407,Local
1155408,Overseas
1155409,National
1155410,Local
1155411,Local
1155412,Local
1155413,Local
1155414,National
1155415,National and Overseas
1155416,Local
1155417,Regional
1155418,Local
1155419,Regional
1155420,National
1155421,National
1155422,National
1155423,Local
1155424,National
1155425,Local
1155426,National and Overseas
1155427,Local
1155428,Local
1155429,Local
1155430,Local
1155431,Overseas
1155432,Local
1155433,National and Overseas
1155434,National
1155435,Local
1155436,National
1155437,Local
1155438,Regional
1155439,Local
1155440,Regional
1155441,Local
1155442,Local
1155443,Local
1155444,National and Overseas
1155445,Overseas
1155446,National and Overseas
1155447,Local
1155448,Local
1155449,Regional
1155450,National
1155451,National and Overseas
1155452,Overseas
1155453,National
1155454,National and Overseas
1155455,Regional
1155456,Local
1155457,Local
1155458,National and Overseas
1155459,Local
1155460,National
1155461,Local
1155462,National
1155463,Regional
1155464,National and Overseas
1155465,Regional
1155466,National and Overseas
1155467,National
1155468,Local
1155469,National
1155470,Local
1155471,Local
1155472,Local
1155473,Local
1155474,Local
1155475,National
1155476,Overseas
1155477,National
1155478,Local
1155479,Regional
1155480,Local
1155481,Local
1155482,Regional
1155483,Regional
1155484,Local
1155485,Regional
1155486,Overseas
1155487,Overseas
1155488,Local
1155489,National
1155490,Local
1155491,Local
1155492,National
1155493,Regional
1155494,National
1155495,Local
1155496,Regional
1155497,Regional
1155498,National
1155499,National
1155500,National and Overseas
1155501,Local
1155502,National
1155503,Local
1155504,Local
1155505,National
1155506,Local
1155507,National and Overseas
1155508,Regional
1155509,Local
1155510,Regional
1155511,Local
1155512,Regional
1155513,Local
1155514,Regional
1155515,Regional
1155516,Local
1155517,Local
1155518,Local
1155519,Local
1155520,National and Overseas
1155521,National and Overseas
1155522,Local
1155523,Local
1155524,Regional
1155525,National
1155526,Local
1155527,Overseas
1155528,Local
1155529,Regional
1155530,Regional
1155531,Local
1155532,National
1155533,Local
1155534,Regional
1155535,Local
1155536,National
1155537,Local
1155538,Regional
1155539,National
1155540,Local
1155541,National
1155542,Regional
1155543,Local
1155544,Local
1155545,Local
1155546,Local
1155547,Local
1155548,Local
1155549,Local
1155550,Local
1155551,National
1155552,Local
1155553,Local
1155554,National and Overseas
1155555,National and Overseas
1155556,Local
1155557,Local
1155558,Local
1155559,Regional
1155560,National
1155561,National and Overseas
1155562,Overseas
1155563,National
1155564,National
1155565,Local
1155566,Local
1155567,Local
1155568,Local
1155569,Local
1155570,National and Overseas
1155571,Local
1155572,Regional
1155573,Local
1155574,Local
1155575,National
1155576,Local
1155577,National and Overseas
1155578,Regional
1155579,National and Overseas
1155580,National
1155581,National
1155582,National and Overseas
1155583,Local
1155584,Regional
1155585,National
1155586,Local
1155587,Overseas
1155588,Local
1155589,Local
1155590,Regional
1155591,Local
1155592,Local
1155593,Local
1155594,Local
1155595,Local
1155596,Local
1155597,Regional
1155598,Local
1155599,Local
1155600,National
1155601,Local
1155602,Local
1155603,Local
1155604,Local
1155605,Local
1155606,National
1155607,Regional
1155608,National and Overseas
1155609,National
1155610,Local
1155611,Local
1155612,Overseas
1155613,Local
1155614,Regional
1155615,Regional
1155616,National
1155617,Regional
1155618,National
1155619,Local
1155620,Local
1155621,Local
1155622,Local
1155623,Local
1155624,Regional
1155625,Overseas
1155626,Overseas
1155627,Regional
1155628,Local
1155629,Regional
1155630,Regional
1155631,Local
1155632,Local
1155633,Local
1155634,Local
1155635,National
1155636,Regional
1155637,Regional
1155638,Regional
1155639,Local
1155640,National and Overseas
1155641,Local
1155642,National and Overseas
1155643,Local
1155644,National
1155645,Local
1155646,Local
1155647,Regional
1155648,Local
1155649,Local
1155650,Local
1155651,Regional
1155652,National
1155653,National
1155654,National
1155655,Overseas
1155656,Overseas
1155657,Regional
1155658,National
1155659,Local
1155660,Local
1155661,Regional
1155662,National
1155663,Local
1155664,Local
1155665,National
1155666,Overseas
1155667,Local
1155668,Regional
1155669,Local
1155670,Local
1155671,Local
1155672,Regional
1155673,Local
1155674,National
1155675,Regional
1155676,Overseas
1155677,Local
1155678,Overseas
1155679,Local
1155680,Regional
1155681,Local
1155682,Local
1155683,Regional
1155684,Local
1155685,Local
1155686,National
1155687,Local
1155688,National
1155689,Local
1155690,Local
1155691,Local
1155692,Local
1155693,National
1155694,Local
1155695,National and Overseas
1155696,National and Overseas
1155697,National
1155698,National
1155699,Regional
1155700,National and Overseas
1155701,Local
1155702,Local
1155703,National and Overseas
1155704,National and Overseas
1155705,Regional
1155706,National
1155707,Overseas
1155708,Regional
1155709,National and Overseas
1155710,Overseas
1155711,Local
1155712,Local
1155713,Local
1155714,Regional
1155715,Local
1155716,Local
1155717,Local
1155718,Local
1155719,Regional
1155720,National and Overseas
1155721,Regional
1155722,Local
1155723,Local
1155724,Local
1155725,Local
1155726,Overseas
1155727,National and Overseas
1155728,Overseas
1155729,Regional
1155730,Regional
1155731,Local
1155732,Overseas
1155733,Local
1155734,Regional
1155735,Local
1155736,Overseas
1155737,Local
1155738,National and Overseas
1155739,National
1155740,Regional
1155741,Local
1155742,Local
1155743,National and Overseas
1155744,National
1155745,Local
1155746,Local
1155747,Regional
1155748,National
1155749,Local
1155750,Local
1155751,Regional
1155752,Local
1155753,Local
1155754,Regional
1155755,Local
1155756,Regional
1155757,National and Overseas
1155758,Overseas
1155759,Regional
1155760,Local
1155761,National and Overseas
1155762,National
1155763,National and Overseas
1155764,Regional
1155765,National
1155766,Regional
1155767,Local
1155768,National and Overseas
1155769,National
1155770,Regional
1155771,Local
1155772,National
1155773,Local
1155774,National
1155775,Local
1155776,National
1155777,National
1155778,National and Overseas
1155779,Local
1155780,Regional
1155781,National
1155782,Regional
1155783,Regional
1155784,Regional
1155785,National
1155786,Local
1155787,Local
1155788,National
1155789,National
1155790,Overseas
1155791,National
1155792,Regional
1155793,National
1155794,Local
1155795,Local
1155796,Local
1155797,Local
1155798,Local
1155799,Local
1155800,Local
1155801,Regional
1155802,Regional
1155803,Local
1155804,National
1155805,Local
1155806,Local
1155807,Regional
1155808,Local
1155809,Local
1155810,National
1155811,Local
1155812,Overseas
1155813,Regional
1155814,Regional
1155815,Overseas
1155816,Local
1155817,Local
1155818,Local
1155819,Local
1155820,Local
1155821,National and Overseas
1155822,National and Overseas
1155823,Local
1155824,National
1155825,National and Overseas
1155826,Regional
1155827,Local
1155828,National
1155829,Overseas
1155830,Regional
1155831,Overseas
1155832,Local
1155833,National
1155834,Local
1155835,Local
1155836,National
1155837,National
1155838,Local
1155839,Local
1155840,National and Overseas
1155841,Overseas
1155842,Local
1155843,Overseas
1155844,Local
1155845,Regional
1155846,National
1155847,National
1155848,Regional
1155849,Regional
1155850,Local
1155851,Regional
1155852,Local
1155853,National
1155854,Local
1155855,Local
1155856,National and Overseas
